DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
1853	__label1__	4	N	Toys	B002AVU2XM	Delta Cars Toddler Bed	This bed is great	This bed is great for my 3 year old, he loves it. Downside to it, it was difficult to put together. Some of the pieces don't go together as well as they should! Also you need an extra set of hands for connecting the headboard/footboard. But once it was fully put together I couldn't keep my little boy away from it!
6055	__label1__	5	N	Apparel	B00BRMZU2S	L'eggs Women's Plus-Size Everyday Knee High Sheer Toe Panty Hose (Pack Of 8), Off Black, One Size	good deal	This is a great deal and well worth the price, I got this just last week and I'm very happy with the purchase. I was already looking to buy this gun so the bbs and pistol were just an added bonus. Good deal buy it
11079	__label2__	4	N	Grocery	B00ISQD2QM	Nescafe with Coffee-mate Instant Coffee, French Vanilla Powder, 12 Ounce	Good taste, works fine!	I'm not a big fan of powdered creamers, typically.  They leave a weird film, and just don't taste like real creamer/half & half/etc.  This Nescafe, however, is actually pretty good.  It's a nice alternative for the office.  Or, like I do, keep it in the car in case a drive-thru person at Starbucks forgets to put in the milk.<br /><br />It tastes decent, works well, and is convenient.
11817	__label2__	4	Y	Beauty	B000052YKM	Stri-Dex Medicated Pads, Maximum Strength, 90-Count Containers, (Pack of 3)	This stuff is great for your skin	This stuff is great for your skin! Use it once a day or every other day! Helps get rid of redness and build up in pores.
9958	__label1__	3	N	Shoes	B000HZJMJS	Kenneth Cole REACTION Men's Sim-Plicity OxfordBrown10 M	they dug into heels	I bought these shoes for my brother who was in dire need of a new pair of black shoes for work. We ended returning them because they dug into his heels when he wore them, but they seemed like a good shoe, just not very comfortable.
4814	__label1__	5	N	Wireless	B00UXYCYJI	HTC One M9 Case, Enther® [Ultimate Cushion]Slim Scratch / Dust Proof Hybrid Transparent Clear Case with Shock Absorb Trim Bumper - Authentic Retail Packaging - for HTC ONE M9	really slim yet protective for my new phone	My friend bought me this clear case for my new HTC One M9. I like how this case is really slim yet protective for my new phone. Whenever I drop it on the floor, I am surprised there were no cracks. I examined the case carefully and noticed that there raised edges on the front and back that prevents the screen and camera lens from touching the surface. I found this such an adavantageous feature. No other case will possess this feature.
13491	__label2__	5	N	Kitchen	B003ODN57U	Stay Fit Snack Minis, EZ Freeze	Fantastic!	My son did not eat his hard-boiled egg and it was still cold enough to eat by the end of the school day at 2:45. Love these StayFit products! Although wonder why they used the word "Fit" instead of "Cold". It comes with three lids to chill and three containers. Depth is about 2" and diameter is 4".
8212	__label1__	5	N	Camera	B008SFPMRK	Wasabi Power Battery (2-Pack) and Charger for Sony NP-BX1, NP-BX1/M8	I love that I can charge my battery without having another ...	I love that I can charge my battery without having another cord-as I bought this because my camera cord turned up missing.
4040	__label1__	2	N	Lawn and Garden	B000H5SZ1Y	Gardex Leaf Scoops	smaller than expected and could only scoop a small amount ...	smaller than expected and could only scoop a small amount of leaves at a time. it's kinda awkward to use, actually.
18915	__label2__	5	N	PC	B009PPKXU8	i-Blason ArmorBox Stand Series For Apple iPad Mini 3 / iPad Mini / iPad Mini with Retina Display 7.9 Inch 2 Layer Convertible Hybrid Kids Friendly Protection Kick Stand Case (Multi Color) - White	Great	Great for kids and adults that  feel like they would like a little more protection. Plus the price is good.
1322	__label1__	4	N	Furniture	B00BGN5D02	Bestfashion Lovely Big Head Hello Kitty Fuzzy Floor Cushion Mat Pad Bedroom Decoration Footcloth Rug 1 PC White OneSize, Multicolor	it feels great underfoot	This rug was ordered for a nursery, and it feels great underfoot, either with shoes or barefooted. I was happy to see the color and plushness lived up to the picture and description, and that the workmanship is finished on all edges and the underside. I would recommend this product and would purchase again.
18423	__label2__	5	Y	Musical Instruments	B00CPPYPIQ	PocketStrings Guitar Practice Tool (Black, 6-Fret)	Amazing and compact fretboard!	I wanted to be able to practice chords anywhere since I am trying to learn to play the guitar. Pocket strings is fantastic! I took it on a trip 1/2 way around the world where traveling with a guitar would have been a pain. I learned chords very quickly with Pocket Strings. It feels like a real guitar neck!
666	__label1__	3	N	Home Improvement	B006HI9V6S	Ultra UF08042C Two-Handle Chrome Non-Metallic Series Lavatory Faucet	Nice heavy faucet	We purchased this faucet after reading all the reviews, and we're very satisfied so far with its performance. The installation wasn't as simple at all.
8094	__label1__	5	N	Jewelry	B00GH63FA8	Sienna Sky Sock Monkey Drop Earrings 1637	12.97 from other seller	Great item - but you can get the same ones a lot cheaper here:<br /><br />[[ASIN:B00DVRDFN8 Sock Monkey Earrings]]
3615	__label1__	3	Y	Tools	B00KU0WEA4	Water & Wood Multi-Purpose Plier Beading Jewelry Electrical Computer Repair DIY Clamp Puncher Tong Kit Tool(Flat nose plier)	good but not so much.	Plier came in unscratched and its a good thing, upon using it for a while, i noticed some of the pliers head got chipped, i sort of expected that to happen given the build quality of the product, its good for short term use but it does not last that long.
3512	__label1__	2	N	Electronics	B001BGGD8A	SANGEAN WR-11 AM/FM Table Top Radio	Not what I wanted	Great looking radio but the quality is less then great. For the price that I paid, I feel I should have gotten better quality.
1094	__label1__	4	N	Furniture	B002YD8E0Y	Convenience Concepts American Heritage Console Table with Drawer and Shelf, Black	A Good Buy!	This is the second piece that I have ordered from them and again I was pleasantly surprised! It did however have a small dent on top, but for the price and the fact that it will be covered anyway, it wasn't worth returning.
14131	__label2__	5	Y	Baby	B00KNB5NC6	ChooMee Sip'n Soft Top with Flow Control and Cap for Food Pouch Feeding (2 Orange and 2 Aqua)	THE BEST	These are THE BEST for baby food pouches. Don't waste your money on those special spoons that attach to the pouches because those spoons are a waste of good money. Get the ChooMee and you won't be sorry. It keeps the mess to a minimum, and you can close them off if baby doesn't finish their food.
18846	__label2__	5	Y	Musical Instruments	B00DRFSYOE	Eartec Simultalk 24G Wireless System Full Duplex 2 Station Setup With Two Cyber Headsets	Really Like These Radios!	My son and I use these while sailing to communicate over wind noises and him being 40-45 feet away from me at times raising sails or dropping anchor.  The full duplex feature is very useful as we can communicate without stepping on each other's transmission.  We were able to carry on a dialogue while anchoring off which would have been impossible with us waving and yelling to each other.  We found we kept them on while we were both in the cockpit simply because we could hear and understand each other better.  We are looking at adding another remote; however, the lack of communication between remotes may present a problem - the &#34;remotes&#34; can only talk to the &#34;master,&#34; so the master would have to relay communications between the remotes.  Other than that, it's a really nice piece of technology.
12553	__label2__	5	Y	Luggage	B006EJZGAU	Under Armour Victory Medium Team Duffle AQUA	Medium Under Armour duffel bag	Love this bag! I needed a decent sized bag that would work as a carry on but still have enough room. I found this bag and fell in love because of the color! It's the perfect size for traveling works as a carry on. The bag is made out of nice thicker material and has a lot of space, and smaller compartments with in the actual bag. I really like how the one side is made so you can put shoes in and not get the rest of your stuff dirty! And you can fit a considerable amount of stuff in the bag for it's size! I am going to buy the larger one now for longer trips!
12512	__label2__	5	Y	Health & Personal Care	B00GJX58PE	Leven Rose Organic 100% Pure Cold Pressed Unrefined Natural Jojoba Oil, 4 oz	Lovely!	This oil is so very nice! The product came very quickly. A little product goes along way. I have used it for my face so far and it has left my skin so soft. I plan to use it for my hands and hair as well. This is money well spent. Give it a try!
3034	__label1__	1	N	PC	B00E435N1A	Dragon Touch 7'' inch Black Dual Core Y88 Google Android 4.3 Tablet PC, Dual Camera, HD 1024x600, Google Play Pre-load, HDMI, 3D Game Supported (enhanced version of A13) [By TabletExpress]	Is this a joke or actually supposed to be a tablet?	The amount of times this thing glitched and froze is beyond possible to count. This thing gets super hot during use, much hotter than is safe for use I would say. You can't even watch Youtube videos on it...<br /><br />I thought it might be a good idea since it was a good deal but I was wrong. I have a hard time believing any positive review about this product because there is nothing good about it.<br /><br />The screen hardly registers your fingers and when it does is calibrated way off of center.<br /><br />Don't waste your time and money and get a decent tablet I did. Trust me, you won't regret it one bit.<br /><br />I got mine here on Amazon -----------&#62; http://amzn.to/1iijbkP<br /><br />I hope I could help warn people about this thing!
4171	__label1__	5	N	Health & Personal Care	B00OX283U0	Top Rated Testosterone Booster for Men - Proven To Boost Energy and Drive - 100% Natural and Unique Formula With Proven Ingredients Used By Celebrities - More Energy, Muscle Growth & Fat Loss - Made in the USA	all around life booster	I have been taking this booster going on two weeks now. And I have already notice a difference in my body and strength.<br />I am a 44 year old male and needed a little extra boost in the gym. Not only have I improved in the gym but I have also improved on my cycling rides.
9874	__label1__	4	N	Shoes	B008D2N4GO	Roma Genuine Leather Multi-Pocket Crossbody Purse Bag	Very fashionable	This crossover body bag is wonderful. Very fashionable, roomy, various compartments. I got several comments the first day I used it. I bought the pink and black; for the price it is a phenominal buy, especially factoring in a lovely fabric lining. I would highly recommend.
9174	__label1__	5	N	Video DVD	B00KPYT3LS	22 Jump Street [Blu-ray]	Like it so much!	Watched it on theaters and all I can say is, it was indeed better than the first one. Very nice movie, it was very funny. :) By the way, I really like Channing Tatum, he was a very good actor.
20482	__label2__	5	Y	Jewelry	B00KDSMZES	14K White Gold 7.5-8.0mm White Cultured Freshwater Pearl Stud Earrings	Very Cute Fantastic Buy	Fantastic! They are very cute and look fantastic on my girlfriend. More importantly, she loves them.<br /><br />They come shipped to you very professionally, coming with a cute little bag and inside not one but two earring boxes. Very well done.
1445	__label1__	4	N	PC	B000AOTLP6	ButtKicker BK-GR Gamer	Gamer	I thought it didn't work with 6.1/7.1 cards as he indicated. I contacted the Buttkicker tech support folks and they informed me that is not true and said you need to turn on the "low frequency redirect" in your soundcard settings.
5158	__label1__	5	N	Books	1503539172	The Cat, the Fish and the Waiter (Spanish Edition) (English, Spanish and French Edition)	Attractive child novel	It is wonderful book for childs. I have purchased one my 6 year daughter Tina. She really liked the story when I read it for her. Marianna Bergues wrote the story with care I admit it. Must appreacited book for childs.
2314	__label1__	4	N	Furniture	B00ET08Z7C	FADFAY ® Super Soft Solid Color White Carpet/Floor Rug/ Living room carpet/Area Rug(can be customized) 80*120cm	One of the softest I have found that worked great in our powder room	One of the softest I have found that worked great in our powder room. Our guests always compliment on how it looks as well.
3543	__label1__	3	Y	Video Games	B002ZJNWWC	Medal of Honor - Playstation 3	Not bad, but not great	This is a game in line with previous MOH series, but I felt this one just lacked substance. Missions are too short and not engaging enough. Ok to play occasionally I guess.
14265	__label2__	2	Y	Watches	B00008IM8Q	Timex Women's T21854 Elevated Classics Two-Tone Expansion-Band Watch	Two Stars	Did not come with the features described, exact size as the regular band sold in stores... Not expanded!
1726	__label1__	1	Y	Sports	B002A341JQ	Trademark 48-Inch Rattan Craps Dice Stick (Brown)	Not worthy of a bum	i wouldn't even smack the local bum in the back alley with this chinsey piece of wood.  I ordered a craps stick not a crappy stick.
19276	__label2__	5	Y	Apparel	B00422M6J0	Tommy Hilfiger Men's Leather Cambridge Trifold Wallet, Tan, One Size	Tommy Hilfiger Trifold Wallet	Excellent gift. Fast shipment. Would recomment this wallet for anyone wanting to use it as a gift or for themselves.
4316	__label1__	5	N	Books	1507708653	Nutritional Harmony: Tuning Your Diet to Cancer and Chronic Disease Prevention	I can now better educate my patients on the importance of whole foods	As a practicing OB/GYN, I often felt limited in my ability to counsel patients regarding nutritional health.  After reading Nutritional Harmony I routinely reference the book in my daily practice. I can now better educate my patients on the importance of whole foods, dietary supplements and a healthy gut. I frequently make reference to the "magic trio,” and my patients have been very receptive to Dr. Fall's holistic approach.  Nutritional Harmony provides a clear and concise guide to disease prevention.  It is a long- awaited nutritional guide that is an invaluable tool for both physicians and patients.
6332	__label1__	5	N	PC	B007KFAG7U	SanDisk Cruzer Blade CZ50 8GB USB 2.0 Flash Drive, Frustration-Free Packaging- SDCZ50-008G-AFFP	easy to carry	Tiny, easy to carry, but easy to lose too! No cap, but really none needed on such a small flash drive. My only complaint is that it doesn't come with a strap or lanyard. This would be helpful to keep it handy and close by. High speed, trouble free with no intrusive software installed. Straight up storage drive. Btw, SanDisk products are all made by Toshiba in Yokkaichi Japan...
18012	__label2__	2	Y	Electronics	B00004Y3UX	Monster Cable SS4 Multi-Speaker Selector	Disappointing performance	I bought this to connect to three speaker pairs and one individual speaker in a small room without damaging my amplifier.<br /><br />There is a button on the front that you press, in addition to the buttons for speaker selection, if you will be listening to multiple pairs simultaneously. When this button is depressed, the sound from the speakers is low and muffled by comparison to how it sounds when the button is not depressed.<br /><br />I am using 12-gauge monster speaker cable.<br /><br />This is a disappointment since I bought this for some really high-quality speakers and they could have been much cheaper with this result.
9003	__label1__	5	N	Video DVD	B00B8A7UWW	OCEAN GIANTS 3D (Blu-ray 3D & 2D Version) REGION FREE	dream travel	I have just read the product describe and it sounds exciting. I saw a movie about Galapgos's underwater world and I was really shocked how many animals live there. It is incredible! My favourites are the seals they are so kindly and funny!<br />My dream to travel there once in my life. I anticipate a good mark for it!
9172	__label1__	5	N	Tools	B00R3OGWBW	Survival Tabs - 10-Day Food Supply-Emergency Survival Food MRE for Camping Biking, Disaster Preparedness Gluten-Free Non-GMO 25 Years Shelf Life (5 pouches x 24 tablets = 120 Tablets/Butterscotch)	great product!	I feel not hungry often after took it. I like it a lot. Delicious! Normally I eat all day! Why not? Good Nutrition! highly recommend it!
12251	__label2__	4	Y	Apparel	B00EIFGP0W	Status Men's Trac Belt, Black, 36	Status Men's Trac Belt 36"	I bought this belt because I liked the idea of a belt with no holes . It allows for a more finite adjustment for size. The belt is very well made with good quality leather and the buckle has a spring device with a release lever on the underside. Herein is where the problem lies. I tried the belt on and as expected I got a great fit, however, when I tried to release the belt,it would not. As hard as I tried,it I could not get it to release. I finally had to force the belt over my hips and step out of it to get it off. Inspecting the buckle, I could see no reason for the hang up so I tried adjusting the metal tab that locks in the adjustment and after several re-adjustments I got the belt to release reasonably well. On the plus side, this was one of a few no hole belts that you can order by size and not have to cut back to eliminate the excess leather. I ordered the recommended 2 sizes larger than my waist size and that worked perfectly. Perhaps my belt was defective, needing this re-adjustment but I guess I won't know because I decided against the hassle of a return.    On 2/27/15 I decided to amend my review. I raised it from 2 stars to 4 stars. Since I made my own adjustment to the buckle, the release mechanism is working just fine and the belt is holding up well.I did not give it 5 stars because of the adjustment I was forced to make. I would recommend this belt but with a caveat on the buckle.
2794	__label1__	3	N	Home Improvement	B0017PHQ6S	ZVac Flexible Crevice Tool for all Vacuum Hoses	useful but	This is pretty useful but it's not very versatile which is what I initially wanted it for in the first place.
7614	__label1__	5	N	Musical Instruments	B006NULOXS	EarBombz EB Pro Series Professional Studio Quality In-Ear Monitors with Multifunction Microphone, Black	Best earbuds ever	These are awesome.  The sound is incredible.  I use them while working out and they stay in my ears better than any other ear bud I've used.  They are also super comfortable.
18405	__label2__	2	Y	Wireless	B00FQWHDWK	CyberTech 20 ft Waterproof Pouch Dry Bag Case Cover for Apple iPhone 5S 5C 5 4S 4 3, Galaxy S4 S3, HTC One, iPod Touch 5 And More - Also fits other Large Smartphones up to 5.3" (Color: Pink)	also not easy to operate when the phone is in it	Too difficult to get in and out, and can't hear with it in, also not easy to operate when the phone is in it.
8258	__label1__	5	N	Home Entertainment	B00CO07C5A	VIZIO S2920w-C0 29-inch 2.0 High Definition Sound Bar with Bluetooth (2014 Model)	A must have Bluetooth sound bar	I was not disappointed when I bought this Bluetooth sound bar it really works as described. I partnered it with my genie remote and it easily programmed with the TV installer. Just follow the steps by steps manual and surely worked perfectly then you can enjoy pairing your Bluetooth devices and enjoy your favorite music at home.
3955	__label1__	2	Y	Home Improvement	B00FYJFR6Y	SUPERNIGHT (TM) 7ft 20 LEDS Warm White Starry Lights Fairy Lights Copper LED Lights Strings AA Battery Powered Ultra Thin String Wire	Not very bright	Lights that I received are not bright and color was different. They look very different like on the picture. I was hoping for right color
14641	__label2__	5	Y	Home	B00LV88B7O	Panda Weight Fuzzy Mink Blanket	Super Soft, Super Warm, Super Big, Super Awesome! Perfect!	If you're looking for a soft blanket, this is the one for you!<br /><br />I was looking for a blanket that was incredibly soft since the person I purchased this for is very particular about bedding and it's softness.  I was taking a chance on this and hoping for the best and to my surprise it exceeded every expectation I could have had about how soft this blanket it.  You could nap all day in this blanket.  It's nice and warm and incredibly soft.
7401	__label1__	5	Y	Office Products	B00DJGBO5M	YoYoInk Compatible Ink Cartridges Replacement for Brother LC 107 LC107 LC-107 & LC 105 LC105 LC-105 XXL High Yield 5 Pack (2 Black 1 Cyan 1 Magenta 1 Yellow) - With Ink Level Display Indicator	Kids art	Me and my kids print daily. I have this computer program that allows them to draw and they can print out their art and they love it. However, it was becoming costly, so I decided to try this brand based on the cost. Wow, I was shocked. It is great quality and cost so much less.
11486	__label2__	5	N	Grocery	B00PK3D75M	Capital Teas Cream Earl Grey Black Tea, Keurig Cups	Smooth, Delicious Earl Grey Tea from your K Brewer	I was a bit skeptical about trying the Earl Grey Black tea using a Keurig. I'm a bit a tea traditionalist and make it the old fashioned way I learned years ago. To my surprise, this makes a very nice cuppa. For those times when you just want one (or two) cups, and are in a bit of a hurry, this is especially nice. The lemon & bergamont flavors are well balanced. I've always been a Twinings Earl Grey fan; I think the Capital Teas brand is also delicious. Yes, it's a bit pricey. It's also organic which is probably why.
4562	__label1__	5	Y	Health & Personal Care	B00KCXZ4VK	Ultra Omega 3 Fish Oil Soft Gel Caps Naturally Purified Fish Oil 1000mg Per Serving Best Omega 3 Supplement - Fully Guaranteed By Manganaturals	Great product!	I have proven this product to be effective because I always get High Blood pressure but when I used this product, very seldom did I had an attack. Great product!
16621	__label2__	1	Y	Video Games	B00CX8VYM0	Assassin's Creed IV Black Flag	Amazon Cruel to Children Rip Off	Game is great... Amazon, not so much. Buyer beware that Amazon is misleading. I ordered 2 copies of this game for different people as Christmas presents. As a pre-order promotion Amazon was offering a game code that would unlock additional game content. After the order was shipped I received 2 games but only one game code. Not really paying much attention to it (my fault) I printed out the game code and attached it inside the wrapped presents not noticing that there was only one code (in spite of the fact I bought and paid for 2 games). Upon discovering this (after) the boys (2 nephews) had opened their Christmas presents I immediately felt like a heal because one game code can not be used twice; hence one gets the upgrade one does not. On Christmas day (after they boys had opened their gifts (together) the problem was immediately obvious. So, I contacted Amazon asking for help but was informed that only one code per customer could be issued no matter how many games you ordered. WTF? What kind of BS is that? Where is the logic? With this experience I want to share with everyone that if you need to order multiple copies of the same game expecting to receive the same pre-order benefits don't do it with Amazon. Order yours and have others order additional games for you if you are going to buy from Amazon; or just buy from someone else. After contacting Amazon I have been told I can send any unopened games back... Like that is even an option. Amazon customer relations and marketing needs an enema. Now I have 2 little boys disappointed on Christmas day because if I give to one I can't give to the other. This is certainly the last time I will buy games from Amazon without playing their stupid games. Fool me once shame on you. Fool me twice shame on me. Big middle finger to Amazon... shame on you Amazon!
7167	__label1__	5	Y	Outdoors	B00UHCMYS2	Paladineer Outdoor Sport Internal Frame Backpack 85-liters Black	This is a very good pack. works better than I imagined	This is a very good pack.works better than I imagined,It has plenty of room for everything I need inside and has enough space and attachment areas on the outside for my sleeping bag, tent, water bottle, and ground pad!  I'd definitely recommend it.
5552	__label1__	5	N	Video Games	B00XBFLP4G	Xbox One Cooler by LVL99Gear	Perfect cooler	I am using my xbox one a lot, specially when I'm in vacations and I got some problems with my console specially after hours of using it. I saw this product and it was the best solution, it helped me a lot by pushing hot air away from the console to keep it safe and reducing ambient air temperature. Else, the design is great and nice, and it's easy to install. I really like that!
13104	__label2__	4	Y	Outdoors	B00GJYKU4C	Scorpio Premium 51 LED 395 nm UV Ultraviolet Blacklight Flashlight with 3 AA Duracell Batteries Spot Scorpions, Pet Urine, Counterfeit Money, Bed Bugs, Minerals, Leaks	A Forensic Flashlight	It is bright enough to work in a dimly-lit room, but wait until you try it in the dark. Organic spatters and stains made me want to go get the carpet shampoo right away. They certainly glow. The LEDs are too bright to look at directly, so do not treat as a toy.<br />The body is machined aluminum that screws together smoothly, batteries ride in a slide-out plastic carrier, activated by a sealed thumb button. Looks high quality.
10607	__label2__	5	N	PC	B00W77CIZ4	PNY U3 Turbo Performance 32GB High Speed MicroSDHC Class 10 UHS-I, up to 90MB/sec Flash Card (P-SDU32GU390G-GE)	Works well in my Sony camera and for transferring images onto my computer	I am happy with this card.  It works well in my Sony NEX 5t camera.  I use an adapter so this card can work in both my camera and USB 3.0 adapter.  I am able to use the burst shot mode with my camera without an issue.  Slower cards don't let me take as many pictures in quick sequence.  I also have a Samsung EVO class card.  Its speed ratings are slower than this card, but for my purposes I can't tell the difference in speed (both cards are fast enough for my camera).  The Samsung is slightly cheaper and comes with an adapter.  I recommend it over this card because of the price difference unless you need the extra speed this card offers.
20556	__label2__	5	Y	Wireless	B00LTW4V0S	Cellularvilla Wallet Case for LG Lucid 3 VS876 Pu Leather Wallet Card Flip Open Pocket Case Cover Pouch (Black Glitter)	keep it up...totally functional AND HOT looking	It's functional, classy, hip, pretty, easy to get to, ALL functional without removing, please keep making these exact same flip covers in different colors, how about whites and more beading and glitter. ..we ladies LOVE a statement. ...this is exactly like it was described. .thanks Karen
12625	__label2__	3	Y	Home Entertainment	B006U1YVZ8	Sony BDP-S390 Blu-ray Disc Player with Wi-Fi (Black)	Good price, painfully slow	For $99 you can't really beat the price and you have access to a bunch of different features, but powering it up and sifting through the menu is like running an Apple IIC. I have no idea why it's so slow, but if I had to do it over I probably would buy a gaming device or pay a little more for something faster. I just sit and sit, waiting for the screens to come up, and every single time I fire up Netflix it has to go through some 3-course check to see if it has an Internet connection. Why?
528	__label1__	3	N	Health & Personal Care	B000E3WFFG	iSatori Energize All Day Energy Pill, Tablets, 84-Count Bottle	Could be better	These are ok. Worth the money I guess, although there are others out there that are much better. If you are looking for real energy and focus, give AdderRx a try. Night and day difference.<br />[[ASIN:B00COC7V3G AdderRx (Nuphetamine HCM)- Adderall alternative clinically proven to increase mental focus, brain function, cognition, alertness, improve concentration, and energy for those with ADD/ADHD. Money back guarantee!]]
15859	__label2__	4	Y	Home Improvement	B00CEFRCVO	Premium Magnetic Screen Door - KEEP BUGS OUT Lets Fresh Air In. Instant Bug Mesh Is Built Tough, Magnetic Top to Bottom Seal Snaps Shut Automatically	Does not work well with metal doors. Magnets get ...	Does not work well with metal doors. Magnets get stuck on door if children / pets run through it, and stay open, otherwise well worth the $$.
11336	__label2__	2	Y	Furniture	B00DPJ4W1Q	Big Joe Cuddle Chair, Spicy Lime	Not enough tushie space	I researched for weeks for a cuddle spot for my 2yo's gated area. I loved everything about this seat until it came. The seat depth was so small and over stuffed that she slid out. If I had kept it, I'm sure the filling would have compacted to make a nice seat, but it didn't work for us. I returned this and have started looking at dorm pillows instead.
8784	__label1__	5	N	Apparel	B000FK17FW	Hooded Terry Bathrobe. 8 Colors Available - 50" Long (Black)	So comfortable!	My wife bought me this robe this past Christmas, and it is my favorite robe of all time. Seriously. It's so comfortable, absorbant, and fits me great instead of being way too long or way too short. I love wearing it, and my wife loves when I wear it!
16037	__label2__	5	Y	Baby	B005IOJ8J2	Trend Lab Nylon Bottle Bag, Blue (Discontinued by Manufacturer)	Great bag at a great price!	I searched to find a smaller insulated bag for my son's toddler food. Most were over priced for what they were. I found this product and love it. It is super easy to wash out when things spill and fits in his diaper bag without taking up much space. Such a great bag...I can forsee this being used for future needs such as picnics or trips to the zoo even as the kiddos get older.
11482	__label2__	5	Y	Beauty	B000B9T17I	Basil Mint Shampoo Unisex Shampoo by Mop, 10.1 Ounce	MOP is the best!	This shampoo is really great!  It gives your hair a true clean feel without a strong smell.  I've been buying it for years and will continue to do so as long as they make it.
19715	__label2__	1	N	Outdoors	B000M0MJU2	Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22"	Deflates/Don't Waste Your $$$	I went to the store to buy an aerobed and the sales person raved about this one so I purchased it... It's the worst mattress I've ever owned!!! It deflated half way through the night the first time I'd ever used it!!! I returned it thinking I got a defective one but the new one did the exact same thing!!! DON'T WASTE YOUR MONEY!!!!!
12383	__label2__	3	Y	Grocery	B000NB3VFM	Airborne (New Zealand) Manuka Honey 500g / 17.85oz	Sweet taste and good price	I have been trying several brands of Manuka honey lately, trying to find the one that offers the most healing potential for the best price and I'm not sure that this is it. The UMF is lower than the other honey I am currently using. Though the Airborne honey has a lovely taste, I am not sure that the lower UMF is actually enough to heal anything. On the nights that I take a tsp of Airborne,I seem to have more congestion than when I use one of the other brands with a higher UMF. Also, the jar arrived with the top cracked and honey leaked all over the packaging. I'm  not sure if I will order this again.
15753	__label2__	4	Y	Jewelry	B009GTEJX0	Silver-Tone Nose Ring Hoop 5/16" 7.9mm Bali Style Design 22G	Nice-a bit big	I thought I'd like this hoop with the detail on, and I do, but I feel like it's a little too big for me and a little much sometimes.  With that being said, I do get compliments from people, so I think as long as I wear it confidently it looks good! I wish it were just a bit smaller.
17068	__label2__	3	Y	Home	B00KFT2ULI	5'X9.5' Military Flag Display Case Memorial with Personalized Brass Plaque and Frame Mat	Not Exactly What I Was Hoping For....	This display case is fairly attractive, but the quality of the workmanship isn't quite what I was hoping for, especially for the price I paid. The finish on the wood isn't completely even, and there is a small place on the front of the frame that shows where someone used a different shade of paint to cover up a flaw. Very disappointing. Also, it does not close tightly. The glass cover will shut, but it does not close air-tight. In fact, if the flag is not folded flat enough, the cover tends to pop open. I like the brass plate, and the engraving looks nice. In spite of the flaws, I decided to keep this because it had already been personalized and I wasn't sure a replacement would come out any better. The company who sells this was very professional and wrote me a nice email, thanking me for my purchase. I appreciate their conscientious customer service. But, the manufacturer of the frame could have created a better product with a little more effort.
12169	__label2__	1	Y	Tools	B0001WOKWQ	SOG Credit Card Companion with Lens/Compass ToolLogic CC1SB - 9 Tools, Black, 2" Blade	Look elsewhere... don't buy this	Wow, what a piece of garbage. Within 5 minutes of receiving this, which was 10 minutes ago, the knife broke off the handle. The compass does not work, the tweezers are a joke, and the bottle opener won't even come out of the case. This thing is a waste of time, money, and energy. DO NOT BUY IT!! It's not worth the hassle of sending it back. I'm going to chalk this up to experience.
17082	__label2__	4	Y	Lawn and Garden	B005AD6OSO	ABSCO Spacesaver 5 by 3 Tool Shed, Zincalume	spacesaver shed	Was shipped quickly,bag of parts had hole and could not locate some rivet heads,had to purchase.Otherwise a very nice product
9063	__label1__	5	N	Video DVD	B00BBEFD2Y	Yellowstone 3D - America's Greatest Wonder (Blu-ray 3D & 2D Version)	Fantastic USA !	I have waited for very long time for this Blu ray !<br />I am sure this will be a very high quality 3D as another 3D movies of this company !
10746	__label2__	5	Y	Musical Instruments	B000B6DHB2	Danelectro N10B Honey Tone Mini Amp in Burgundy	I was amazed! We even had a a fountain running and ...	I was skyptical that this little thing could do anything for an outdoor wedding. I was amazed! We even had a a fountain running and the older people all the way in the back could still hear.  I loved this thing!
42	__label1__	4	Y	Health & Personal Care	B00FA9D8FK	Summit Nutritions Pure Garcinia Cambogia Extract, With More Than 60 % Hca, 750 Mg, 120 Veggie Capsules, 120 Count	No problem of calcium or potassium	i have read in many reviews that calcium hampers the burning of fat. But i am taking this since october. I am losing lbs. So i dont really care what it contains as long as it keeps me fit and going.
22	__label1__	4	Y	Health & Personal Care	B00B2YGB9M	Garcinia Cambogia Pure Extract Supplement, 80% HCA, Best Weight Loss Pill for Women & Men, TV Dr Recommended, Natural Appetite Suppressant, Fat Blocker, Works Fast, Top Amazon Reviews, 180 Capsules	It's harder to lose weight the older you get	I find that the older I get, the harder it is to lose weight....but I've gotten great results taking garcinia this month. I take it before breakfast, lunch and supper. I don't take the one after supper because I don't tend to eat much in the late evenings. I find it really cuts my down my appetite. I've lost 8 lbs this month, which is WAY more than I've lost in a long time.
3469	__label1__	4	N	Shoes	B00GG3QHAW	Jjf Compose-01 Bootie Boots, Camel Suede, 7.5	stylish	This is so stylish. I also feel sexier while wearing it. You can wear it with skirts or jeans. It fits my feet as expected. Lastly, I adore the black color!
16673	__label2__	3	Y	Grocery	B000GG5IY6	Bigelow French Vanilla Tea, 20-Count Boxes (Pack of 6)	The first box	The first box from the first case had a funny taste. Everything else since that time has been okay. Seems that first box also had a different tag on it, than what the rest of them have had too.
